BLOQUE,ID_EL1,EL1,ID_EL2,EL2,REL
05_ECC,ECC073,MOVILIDAD COMPARTIDA,MS020,ÍNDICE DE MOTORIZACIÓN,-1
09_MC,MC023,SUELO DESTINADO A ZONAS VERDES Y ESPACIOS ABIERTOS,MC012,CALIDAD DEL ESPACIO PÚBLICO,1
05_ECC,MS024,LIMITACIÓN DEL TRÁFICO EN NÚCLEOS URBANOS,ECC060,RUIDO,-1
05_ECC,ECC004,RESIDUOS DESCARTADOS Y ACUMULADOS,BIO013,CAMBIOS EN LOS USOS DEL SUELO,1
06_EC,DES001,DESIGUALDAD ECONÓMICA,EC045,GASTO PÚBLICO EN PROTECCIÓN Y PROMOCIÓN SOCIAL,1
06_EC,DES002,DESIGUALDADES ESPACIALES,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,1
06_EC,EC011,PROGRAMAS PARA MEJORA Y DESARROLLO DE INFRAESTRUCTURAS,MC066,MANTENIMIENTO DE LOS EQUIPAMIENTOS E INFRAESTRUCTURAS,1
06_EC,EC012,"PROGRAMAS DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",MC085,DIFICULTAD PARA LA RECOPILACIÓN DE INFORMACIÓN,-1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,MC036,PLANIFICACIÓN PARA LA BIODIVERSIDAD URBANA,1
06_EC,EC010,PROGRAMAS PARA EL DESARROLLO DE TRANSPORTE PÚBLICO,MS006,INFRAESTRUCTURAS DE TRANSPORTE PÚBLICO COLECTIVO,1
06_EC,EC022,RENTA NETA POR PERSONA,MS020,ÍNDICE DE MOTORIZACIÓN,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,MC071,ESTADO DEL PARQUE DE VIVIENDA,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,MS018,FACILIDAD DE DESPLAZAMIENTO EN TRANSPORTE PÚBLICO,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,MS024,LIMITACIÓN DEL TRÁFICO EN NÚCLEOS URBANOS,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,MS028,SEGURIDAD VIAL,1
06_EC,EC026,AUTONOMÍA PRESUPUESTARIA,GOB005,FORTALEZA INSTITUCIONAL,1
06_EC,EC029,CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO),GOB005,FORTALEZA INSTITUCIONAL,1
06_EC,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
06_EC,EC036,CONSUMO,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
06_EC,EC014,RENTA BRUTA POR PERSONA,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
06_EC,EC036,CONSUMO,EC026,AUTONOMÍA PRESUPUESTARIA,1
06_EC,EC014,RENTA BRUTA POR PERSONA,EC026,AUTONOMÍA PRESUPUESTARIA,1
06_EC,AG032,COSTE DEL ABASTECIMIENTO DOMÉSTICO,EC026,AUTONOMÍA PRESUPUESTARIA,1
06_EC,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,EC026,AUTONOMÍA PRESUPUESTARIA,1
06_EC,MC073,PATRIMONIO PÚBLICO,EC026,AUTONOMÍA PRESUPUESTARIA,1
06_EC,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,EC026,AUTONOMÍA PRESUPUESTARIA,-1
06_EC,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,EC029,CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO),1
06_EC,EC026,AUTONOMÍA PRESUPUESTARIA,EC043,DEUDA PÚBLICA,-1
06_EC,EC031,GASTO PÚBLICO,EC043,DEUDA PÚBLICA,1
06_EC,EC031,GASTO PÚBLICO,EC029,CAPACIDAD ECONÓMICA DE LA ENTIDAD LOCAL (PRESUPUESTO),-1
06_EC,EC031,GASTO PÚBLICO,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,1
06_EC,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,EC031,GASTO PÚBLICO,1
06_EC,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,1
06_EC,DES003,DESIGUALDADES EN SALUD,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,1
06_EC,DES004,DESIGUALDADES EDUCATIVAS,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,1
13_DES,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,DES031,ACCESIBILIDAD ECONÓMICA A SERVICIOS EDUCATIVOS,1
06_EC,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,EC118,ACTIVIDAD SANITARIA,1
13_DES,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,DES006,DESIGUALDADES CULTURALES,-1
06_EC,EC031,GASTO PÚBLICO,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,1
06_EC,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,1
06_EC,DES005,DESIGUALDADES EN CUIDADOS,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,ECC001,EFICIENCIA DE LA ESTRUCTURA Y LOGÍSTICA DE LA RECOGIDA SEPARATIVA DE RESIDUOS,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,CC002,"CALIDAD, COMFORT Y SEGURIDAD DEL ENTORNO",1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,ECC002,EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS,1
06_EC,DES006,DESIGUALDADES CULTURALES,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,1
06_EC,EC031,GASTO PÚBLICO,EC045,GASTO PÚBLICO EN PROTECCIÓN Y PROMOCIÓN SOCIAL,1
06_EC,EC059,CONDICIONANTES DE LA ADMINISTRACIÓN SUPERIOR,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,-1
06_EC,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,EC045,GASTO PÚBLICO EN PROTECCIÓN Y PROMOCIÓN SOCIAL,1
06_EC,EC045,GASTO PÚBLICO EN PROTECCIÓN Y PROMOCIÓN SOCIAL,EC004,MECANISMOS DE LUCHA CONTRA EL DESEMPLEO,1
06_EC,EC004,MECANISMOS DE LUCHA CONTRA EL DESEMPLEO,EC095,ADECUACIÓN DEL PERFIL DE LA POBLACIÓN DISPONIBLE A LA DEMANDA DE EMPLEO,1
06_EC,DES016,NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,EC095,ADECUACIÓN DEL PERFIL DE LA POBLACIÓN DISPONIBLE A LA DEMANDA DE EMPLEO,1
06_EC,EC045,GASTO PÚBLICO EN PROTECCIÓN Y PROMOCIÓN SOCIAL,EC005,MEDIDAS DE REGULACIÓN DEL MERCADO LABORAL,1
06_EC,EC045,GASTO PÚBLICO EN PROTECCIÓN Y PROMOCIÓN SOCIAL,EC006,MEDIDAS DE PROTECCIÓN SOCIAL,1
06_EC,EC005,MEDIDAS DE REGULACIÓN DEL MERCADO LABORAL,EC032,CALIDAD DEL EMPLEO,1
06_EC,DES007,DESIGUALDADES EN MOVILIDAD,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,1
06_EC,EC032,CALIDAD DEL EMPLEO,EC070,ATRACTIVO DE ACCEDER AL MERCADO LABORAL,1
06_EC,EC006,MEDIDAS DE PROTECCIÓN SOCIAL,EC070,ATRACTIVO DE ACCEDER AL MERCADO LABORAL,-1
06_EC,EC070,ATRACTIVO DE ACCEDER AL MERCADO LABORAL,EC013,OFERTA DE EMPLEO,1
06_EC,EC095,ADECUACIÓN DEL PERFIL DE LA POBLACIÓN DISPONIBLE A LA DEMANDA DE EMPLEO,EC013,OFERTA DE EMPLEO,1
06_EC,DES007,DESIGUALDADES EN MOVILIDAD,EC117,GASTO EN BIENES DE NECESIDAD SECUNDARIA,1
06_EC,POB001,TAMAÑO DE LA POBLACIÓN,EC077,POBLACIÓN ACTIVA,1
06_EC,EC077,POBLACIÓN ACTIVA,EC034,POBLACIÓN EMPLEADA,1
06_EC,EC001,DESEMPLEO ESTRUCTURAL,EC033,POBLACIÓN DESEMPLEADA,1
06_EC,DES008,DESIGUALDADES EN EL MERCADO LABORAL,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,1
06_EC,EC077,POBLACIÓN ACTIVA,EC033,POBLACIÓN DESEMPLEADA,1
06_EC,EC034,POBLACIÓN EMPLEADA,EC100,ECONOMÍA SUMERGIDA,-1
06_EC,EC032,CALIDAD DEL EMPLEO,EC100,ECONOMÍA SUMERGIDA,-1
06_EC,EC033,POBLACIÓN DESEMPLEADA,EC013,OFERTA DE EMPLEO,1
06_EC,EC013,OFERTA DE EMPLEO,EC027,NIVEL DE ACCESO MEDIO AL ML (OFERTA/DEMANDA),1
06_EC,EC015,DEMANDA DE EMPLEO,EC027,NIVEL DE ACCESO MEDIO AL ML (OFERTA/DEMANDA),-1
06_EC,EC027,NIVEL DE ACCESO MEDIO AL ML (OFERTA/DEMANDA),EC034,POBLACIÓN EMPLEADA,1
06_EC,EC006,MEDIDAS DE PROTECCIÓN SOCIAL,EC014,RENTA BRUTA POR PERSONA,1
06_EC,EC034,POBLACIÓN EMPLEADA,EC014,RENTA BRUTA POR PERSONA,1
06_EC,EC032,CALIDAD DEL EMPLEO,EC014,RENTA BRUTA POR PERSONA,1
06_EC,EC022,RENTA NETA POR PERSONA,VIV011,POBLACIÓN CON ACCESO AL ALQUILER,1
06_EC,EC022,RENTA NETA POR PERSONA,VIV020,POBLACIÓN CON ACCESO A COMPRA,1
06_EC,DES011,ACCESO A BIENES DE CALIDAD Y DURABILIDAD,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,-1
06_EC,POB001,TAMAÑO DE LA POBLACIÓN,EC014,RENTA BRUTA POR PERSONA,-1
06_EC,EC014,RENTA BRUTA POR PERSONA,EC021,RENTA POR HOGAR,1
06_EC,EC002,Nº DE PERSONAS CON INGRESOS POR HOGAR,EC021,RENTA POR HOGAR,1
06_EC,EC003,Nº DE PERSONAS DEPENDIENTES POR HOGAR,EC021,RENTA POR HOGAR,-1
06_EC,EC014,RENTA BRUTA POR PERSONA,EC038,IMPUESTOS DIRECTOS,1
06_EC,EC014,RENTA BRUTA POR PERSONA,EC022,RENTA NETA POR PERSONA,1
06_EC,EC038,IMPUESTOS DIRECTOS,EC022,RENTA NETA POR PERSONA,-1
06_EC,EC022,RENTA NETA POR PERSONA,DES019,NIVEL DE ESFUERZO PARA CUBRIR LOS GASTOS EN BIENES DE PRIMERA NECESIDAD,1
06_EC,EC022,RENTA NETA POR PERSONA,EC028,CAPACIDAD DE AHORRO E INVERSIÓN,1
06_EC,EC037,GASTO POR PERSONA,EC028,CAPACIDAD DE AHORRO E INVERSIÓN,-1
06_EC,EC028,CAPACIDAD DE AHORRO E INVERSIÓN,DES010,POBLACIÓN EN SITUACIÓN ECONÓMICA VULNERABLE,-1
06_EC,EC031,GASTO PÚBLICO,EC047,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL,1
06_EC,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,EC047,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL,1
06_EC,EC047,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL,GOB005,FORTALEZA INSTITUCIONAL,1
06_EC,EC047,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER GENERAL,EC018,PRODUCTIVIDAD,1
06_EC,EC085,"ACTIVIDAD COMERCIAL, DE OCIO, HOSTELERÍA Y TURISMO (SERVICIOS)",EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,1
06_EC,EC086,ACTIVIDAD INDUSTRIAL,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,1
06_EC,EC087,ACTIVIDAD AGRARIA,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,1
06_EC,EC088,ACTIVIDAD DE PRODUCCIÓN DE ENERGÍA,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,1
06_EC,EC090,ACTIVIDAD DE CONSTRUCCIÓN,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,-1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC018,PRODUCTIVIDAD,1
06_EC,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,EC018,PRODUCTIVIDAD,1
06_EC,EC099,ECONOMÍA DE ESCALA,EC018,PRODUCTIVIDAD,1
06_EC,EC098,DEPENDENCIA DE SECTORES ESPECÍFICOS,EC018,PRODUCTIVIDAD,-1
06_EC,EC097,DESARROLLO TECNOLÓGICO,EC018,PRODUCTIVIDAD,1
06_EC,EC018,PRODUCTIVIDAD,EC019,CRECIMIENTO ECONÓMICO,1
06_EC,EC018,PRODUCTIVIDAD,EC102,CAPACIDAD DE PRODUCCIÓN,1
06_EC,EC036,CONSUMO,EC019,CRECIMIENTO ECONÓMICO,1
06_EC,EC102,CAPACIDAD DE PRODUCCIÓN,EC103,DIFERENCIA ENTRE CONSUMO Y CAPACIDAD DE PRODUCCIÓN,-1
06_EC,EC036,CONSUMO,EC103,DIFERENCIA ENTRE CONSUMO Y CAPACIDAD DE PRODUCCIÓN,1
06_EC,EC103,DIFERENCIA ENTRE CONSUMO Y CAPACIDAD DE PRODUCCIÓN,EC020,PRECIOS (INFLACIÓN),1
06_EC,EC020,PRECIOS (INFLACIÓN),EC101,DIFERENCIA ENTRE COSTE DE PRODUCCIÓN Y COSTE BIENES,1
06_EC,EC020,PRECIOS (INFLACIÓN),EC037,GASTO POR PERSONA,-1
06_EC,EC101,DIFERENCIA ENTRE COSTE DE PRODUCCIÓN Y COSTE BIENES,EC018,PRODUCTIVIDAD,-1
06_EC,EC100,ECONOMÍA SUMERGIDA,EC018,PRODUCTIVIDAD,-1
06_EC,DES011,ACCESO A BIENES DE CALIDAD Y DURABILIDAD,EC117,GASTO EN BIENES DE NECESIDAD SECUNDARIA,-1
06_EC,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,DES005,DESIGUALDADES EN CUIDADOS,-1
06_EC,AG004,CONSUMO DE AGUA DOMÉSTICO,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,1
06_EC,EC046,GASTO EN BIENES PÚBLICOS DE CARÁCTER PREFERENTE,DES003,DESIGUALDADES EN SALUD,-1
06_EC,DES015,SALUD DE LA POBLACIÓN,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,-1
06_EC,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,EC037,GASTO POR PERSONA,1
06_EC,EC117,GASTO EN BIENES DE NECESIDAD SECUNDARIA,EC037,GASTO POR PERSONA,1
06_EC,EC037,GASTO POR PERSONA,EC036,CONSUMO,1
06_EC,EC031,GASTO PÚBLICO,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,1
06_EC,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,1
06_EC,EC019,CRECIMIENTO ECONÓMICO,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,-1
06_EC,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,EC012,"PROGRAMAS DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",1
06_EC,EC012,"PROGRAMAS DE INVESTIGACIÓN, DESARROLLO E INNOVACIÓN",EC097,DESARROLLO TECNOLÓGICO,1
06_EC,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,EC007,"PROGRAMAS DE APOYO A COMERCIO, TURISMO, PEQUEÑAS Y MEDIANAS EMPRESAS",1
06_EC,EC007,"PROGRAMAS DE APOYO A COMERCIO, TURISMO, PEQUEÑAS Y MEDIANAS EMPRESAS",EC083,PYMES Y EMPRESAS MEDIANAS,1
06_EC,EC007,"PROGRAMAS DE APOYO A COMERCIO, TURISMO, PEQUEÑAS Y MEDIANAS EMPRESAS",EC085,"ACTIVIDAD COMERCIAL, DE OCIO, HOSTELERÍA Y TURISMO (SERVICIOS)",1
06_EC,EC083,PYMES Y EMPRESAS MEDIANAS,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,-1
06_EC,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,EC097,DESARROLLO TECNOLÓGICO,1
06_EC,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,EC099,ECONOMÍA DE ESCALA,1
06_EC,EC089,GRANDES EMPRESAS,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,1
06_EC,EC083,PYMES Y EMPRESAS MEDIANAS,EC035,UNIDADES PRODUCTIVAS,1
06_EC,EC019,CRECIMIENTO ECONÓMICO,EC035,UNIDADES PRODUCTIVAS,1
06_EC,EC019,CRECIMIENTO ECONÓMICO,EC096,CAPACIDAD DE INVERSIÓN DE LAS EMPRESAS,1
06_EC,EC089,GRANDES EMPRESAS,EC035,UNIDADES PRODUCTIVAS,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC015,DEMANDA DE EMPLEO,1
06_EC,EC097,DESARROLLO TECNOLÓGICO,EC015,DEMANDA DE EMPLEO,1
06_EC,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,EC087,ACTIVIDAD AGRARIA,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC087,ACTIVIDAD AGRARIA,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC085,"ACTIVIDAD COMERCIAL, DE OCIO, HOSTELERÍA Y TURISMO (SERVICIOS)",1
06_EC,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,EC009,PROGRAMAS DE APOYO PARA EL SECTOR INDUSTRIA Y ENERGÍA,1
06_EC,EC009,PROGRAMAS DE APOYO PARA EL SECTOR INDUSTRIA Y ENERGÍA,EC086,ACTIVIDAD INDUSTRIAL,1
06_EC,EC009,PROGRAMAS DE APOYO PARA EL SECTOR INDUSTRIA Y ENERGÍA,EC088,ACTIVIDAD DE PRODUCCIÓN DE ENERGÍA,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC086,ACTIVIDAD INDUSTRIAL,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC088,ACTIVIDAD DE PRODUCCIÓN DE ENERGÍA,1
06_EC,OD008,ACCESIBILIDAD DE LA INFORMACIÓN PÚBLICA,EC014,RENTA BRUTA POR PERSONA,1
06_EC,EC035,UNIDADES PRODUCTIVAS,EC090,ACTIVIDAD DE CONSTRUCCIÓN,1
06_EC,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,EC010,PROGRAMAS PARA EL DESARROLLO DE TRANSPORTE PÚBLICO,1
06_EC,EC060,GASTO PÚBLICO EN ACTUACIONES DE CARÁCTER ECONÓMICO,EC011,PROGRAMAS PARA MEJORA Y DESARROLLO DE INFRAESTRUCTURAS,1
06_EC,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,EC023,ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL,1
06_EC,MC070,ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
06_EC,MC073,PATRIMONIO PÚBLICO,EC030,INGRESOS DE LA ENTIDAD PÚBLICA,1
06_EC,VIV014,PRECIO DEL ALQUILER,EC014,RENTA BRUTA POR PERSONA,1
06_EC,VIV019,PRECIO DE VENTA,EC014,RENTA BRUTA POR PERSONA,1
06_EC,VIV028,VIVIENDAS COMPRADAS,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,-1
06_EC,VIV031,PRECIO DEL ALQUILER TURÍSTICO,EC014,RENTA BRUTA POR PERSONA,1
06_EC,MS033,NECESIDADES DE DESPLAZAMIENTO DE LA POBLACIÓN,EC117,GASTO EN BIENES DE NECESIDAD SECUNDARIA,1
06_EC,DES015,SALUD DE LA POBLACIÓN,EC013,OFERTA DE EMPLEO,1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,BIO011,GESTIÓN ADECUADA Y PROTECCIÓN DE LAS ZONAS NATURALES,1
06_EC,EC087,ACTIVIDAD AGRARIA,BIO015,SUPERFICIE AGRARIA ÚTIL,1
06_EC,EC087,ACTIVIDAD AGRARIA,BIO026,ALTERACIÓN DE LOS CICLOS DE LOS NUTRIENTES,1
06_EC,DES034,CARGA DEL CUIDADO,EC013,OFERTA DE EMPLEO,-1
06_EC,DES034,CARGA DEL CUIDADO,EC033,POBLACIÓN DESEMPLEADA,1
06_EC,DES042,POBREZA LABORAL,EC014,RENTA BRUTA POR PERSONA,-1
06_EC,EC022,RENTA NETA POR PERSONA,DES003,DESIGUALDADES EN SALUD,-1
06_EC,EC022,RENTA NETA POR PERSONA,DES051,AUTONOMÍA ECONÓMICA,1
06_EC,EC027,NIVEL DE ACCESO MEDIO AL ML (OFERTA/DEMANDA),DES008,DESIGUALDADES EN EL MERCADO LABORAL,-1
06_EC,EC032,CALIDAD DEL EMPLEO,DES008,DESIGUALDADES EN EL MERCADO LABORAL,-1
06_EC,EC032,CALIDAD DEL EMPLEO,DES037,MOVILIDAD VINCULADA AL TRABAJO,-1
06_EC,EC044,GASTO PÚBLICO EN SERVICIOS BÁSICOS,DES024,ACCESO A VIVIENDA DE CALIDAD,1
06_EC,EC116,GASTO EN BIENES DE PRIMERA NECESIDAD,DES019,NIVEL DE ESFUERZO PARA CUBRIR LOS GASTOS EN BIENES DE PRIMERA NECESIDAD,1
07_GOB,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,MC010,CALIDAD DE LA PLANIFICACIÓN URBANA,1
07_GOB,GOB007,COHERENCIA ENTRE PLANES,MC063,COHERENCIA ENTRE PLANES SECTORIALES Y ESTRUCTURALES,1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,MC011,SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD,1
07_GOB,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,MC011,SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD,1
07_GOB,GOB048,NECESIDAD DE CAPTAR FONDOS,MC072,PRIVATIZACIÓN DEL PATRIMONIO,1
07_GOB,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,MC110,USO INTENSIVO NO ADECUADO,-1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,MS016,DESPLAZAMIENTOS EN TRANSPORTE PÚBLICO,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB055,SENSIBILIZACIÓN Y CONCIENCIACIÓN DE LA POBLACIÓN,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB034,CAPACITACIÓN Y FORMACIÓN PARA EL PERSONAL PÚBLICO,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,1
07_GOB,GOB008,CULTURA Y MARCOS MENTALES,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,1
07_GOB,DES016,NIVEL DE EDUCACIÓN Y FORMACIÓN DE LA POBLACIÓN,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,GOB008,CULTURA Y MARCOS MENTALES,1
07_GOB,GOB033,INCENTIVOS,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,-1
07_GOB,POB005,ENVEJECIMIENTO DE LA POBLACIÓN,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,-1
07_GOB,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,GOB036,CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL,1
07_GOB,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,GOB037,INSTITUCIONALIZACIÓN DEL CAMBIO,1
07_GOB,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,GOB007,COHERENCIA ENTRE PLANES,1
07_GOB,GOB013,PERFIL DEL EQUIPO TÉCNICO DE LA ENTIDAD,GOB005,FORTALEZA INSTITUCIONAL,1
07_GOB,GOB001,ESTABILIDAD DEL CONTEXTO POLÍTICO Y NORMATIVO GENERAL,GOB026,CORRUPCIÓN,-1
07_GOB,GOB026,CORRUPCIÓN,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,-1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,1
07_GOB,GOB003,COMUNICACIÓN EFECTIVA,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,1
07_GOB,GOB004,TRANSPARENCIA Y RENDICIÓN DE CUENTAS,GOB005,FORTALEZA INSTITUCIONAL,1
07_GOB,GOB036,CAPACIDAD DE INNOVACIÓN ORGANIZACIONAL,GOB005,FORTALEZA INSTITUCIONAL,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB026,CORRUPCIÓN,-1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB047,DESEQUILIBRIO DE PODER ENTRE ACTORES,-1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB014,INEFICIENCIAS INTERNAS,-1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB037,INSTITUCIONALIZACIÓN DEL CAMBIO,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,OD019,INCLUSIVIDAD DEL DATO,1
07_GOB,GOB005,FORTALEZA INSTITUCIONAL,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,1
07_GOB,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,MC035,ESTRATEGIA BASADA EN LAS DINÁMICAS DE POBLACIÓN,1
07_GOB,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,GOB007,COHERENCIA ENTRE PLANES,1
07_GOB,GOB015,ESTRATEGIA INSTITUCIONAL A LARGO PLAZO,GOB048,NECESIDAD DE CAPTAR FONDOS,-1
07_GOB,GOB048,NECESIDAD DE CAPTAR FONDOS,GOB007,COHERENCIA ENTRE PLANES,-1
07_GOB,GOB048,NECESIDAD DE CAPTAR FONDOS,GOB006,CALIDAD DE LOS PLANES Y POLÍTICAS,-1
07_GOB,GOB009,PARTICIPACIÓN EFECTIVA,GOB047,DESEQUILIBRIO DE PODER ENTRE ACTORES,-1
