LOOP,Tipo,Longitud,Nodos,Codigos,Bloque,ListaNodos
R667EX,Reinforcing (+),6,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → ESTRATEGIA INSTITUCIONAL A LARGO PLAZO → NECESIDAD DE CAPTAR FONDOS → PRIVATIZACIÓN DEL PATRIMONIO → PATRIMONIO PÚBLICO,"EC026 , GOB005 , GOB015 , GOB048 , MC072 , MC073",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'ESTRATEGIA INSTITUCIONAL A LARGO PLAZO', 'NECESIDAD DE CAPTAR FONDOS', 'PRIVATIZACIÓN DEL PATRIMONIO', 'PATRIMONIO PÚBLICO']"
B668EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → ESTRATEGIA INSTITUCIONAL A LARGO PLAZO → NECESIDAD DE CAPTAR FONDOS → PRIVATIZACIÓN DEL PATRIMONIO → PATRIMONIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB015 , GOB048 , MC072 , MC073 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'ESTRATEGIA INSTITUCIONAL A LARGO PLAZO', 'NECESIDAD DE CAPTAR FONDOS', 'PRIVATIZACIÓN DEL PATRIMONIO', 'PATRIMONIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R669EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → ESTRATEGIA INSTITUCIONAL A LARGO PLAZO → NECESIDAD DE CAPTAR FONDOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB015 , GOB048 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'ESTRATEGIA INSTITUCIONAL A LARGO PLAZO', 'NECESIDAD DE CAPTAR FONDOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R670EX,Reinforcing (+),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → ESTRATEGIA INSTITUCIONAL A LARGO PLAZO → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB015 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'ESTRATEGIA INSTITUCIONAL A LARGO PLAZO', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B671EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → ESTRATEGIA INSTITUCIONAL A LARGO PLAZO → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB015 , GOB006 , EC023 , EC044 , MC070 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'ESTRATEGIA INSTITUCIONAL A LARGO PLAZO', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B672EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → ESTRATEGIA INSTITUCIONAL A LARGO PLAZO → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB015 , GOB006 , EC023 , EC044 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'ESTRATEGIA INSTITUCIONAL A LARGO PLAZO', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B673EX,Balancing (-),5,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB003 , GOB004 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R674EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA → GASTO PÚBLICO → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB003 , GOB004 , EC030 , EC031 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA', 'GASTO PÚBLICO', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R675EX,Reinforcing (+),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB003 , GOB009 , MC011 , MC034 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B676EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → REGENERACIÓN Y REHABILITACIÓN → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB003 , GOB009 , MC011 , MC034 , MC070 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'REGENERACIÓN Y REHABILITACIÓN', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R677EX,Reinforcing (+),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → PRIVATIZACIÓN DEL PATRIMONIO → PATRIMONIO PÚBLICO,"EC026 , GOB005 , GOB003 , GOB009 , MC011 , MC072 , MC073",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'PRIVATIZACIÓN DEL PATRIMONIO', 'PATRIMONIO PÚBLICO']"
B678EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD → PRIVATIZACIÓN DEL PATRIMONIO → PATRIMONIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB003 , GOB009 , MC011 , MC072 , MC073 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'SOSTENIBILIDAD DE LA ESTRATEGIA DE DESARROLLO DE LA CIUDAD', 'PRIVATIZACIÓN DEL PATRIMONIO', 'PATRIMONIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B679EX,Balancing (-),6,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → TRANSPARENCIA Y RENDICIÓN DE CUENTAS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB003 , GOB009 , GOB004 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'TRANSPARENCIA Y RENDICIÓN DE CUENTAS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R680EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB003 , GOB009 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B681EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → PARTICIPACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB003 , GOB009 , GOB012 , ECC064 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'PARTICIPACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B682EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB003 , GOB012 , ECC064 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
R683EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COMUNICACIÓN EFECTIVA → COLABORACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB003 , GOB012 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COMUNICACIÓN EFECTIVA', 'COLABORACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B684EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → AGUA CONTAMINADA → AGUA DISPONIBLE PARA CONSUMO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , GOB012 , ECC064 , ECC002 , AG008 , AG006 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'AGUA CONTAMINADA', 'AGUA DISPONIBLE PARA CONSUMO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
B685EX,Balancing (-),6,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB012 , ECC064 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B686EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → IOT (smart cities) → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB012 , OD003 , ECC009 , ECC064 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'IOT (smart cities)', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B687EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , GOB012 , OD003 , OD015 , AG027 , AG004 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
B688EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , GOB012 , OD019 , OD015 , AG027 , AG004 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
R689EX,Reinforcing (+),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , GOB012 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
B690EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB012 , GOB006 , EC023 , EC044 , MC070 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B691EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → COLABORACIÓN EFECTIVA → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , GOB012 , GOB006 , EC023 , EC044 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'COLABORACIÓN EFECTIVA', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B692EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → IOT (smart cities) → CONTROL DE LOS RESIDUOS DEPOSITADOS → EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , OD003 , ECC009 , ECC064 , ECC002 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'IOT (smart cities)', 'CONTROL DE LOS RESIDUOS DEPOSITADOS', 'EFICIENCIA DE LOS SISTEMAS DE TRATAMIENTO Y GESTIÓN DE RESIDUOS', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B693EX,Balancing (-),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → INCLUSIVIDAD DEL DATO → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , OD003 , OD019 , OD015 , AG027 , AG004 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'INCLUSIVIDAD DEL DATO', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
R694EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → VALOR DE LOS DATOS → CALIDAD DE LOS PLANES Y POLÍTICAS → ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL → GASTO PÚBLICO EN SERVICIOS BÁSICOS → ESTADO DEL PARQUE EDIFICATORIO PÚBLICO,"EC026 , GOB005 , OD003 , OD002 , GOB006 , EC023 , EC044 , MC070",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'VALOR DE LOS DATOS', 'CALIDAD DE LOS PLANES Y POLÍTICAS', 'ADECUACIÓN DE LA POLÍTICA ECONÓMICA AL CONTEXTO LOCAL', 'GASTO PÚBLICO EN SERVICIOS BÁSICOS', 'ESTADO DEL PARQUE EDIFICATORIO PÚBLICO']"
R695EX,Reinforcing (+),8,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO → INGRESOS DE LA ENTIDAD PÚBLICA,"EC026 , GOB005 , OD003 , OD015 , AG027 , AG004 , AG032 , EC030",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO', 'INGRESOS DE LA ENTIDAD PÚBLICA']"
B696EX,Balancing (-),7,AUTONOMÍA PRESUPUESTARIA → FORTALEZA INSTITUCIONAL → CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD → CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN → HÁBITOS DE CONSUMO RESPONSABLE DE AGUA → CONSUMO DE AGUA DOMÉSTICO → COSTE DEL ABASTECIMIENTO DOMÉSTICO,"EC026 , GOB005 , OD003 , OD015 , AG027 , AG004 , AG032",,"['AUTONOMÍA PRESUPUESTARIA', 'FORTALEZA INSTITUCIONAL', 'CAPACIDAD TECNOLÓGICA Y DISPONIBILIDAD DE MEDIOS DE LA ENTIDAD', 'CALIDAD DE LA INFORMACIÓN Y DATOS PUESTOS A DISPOSICIÓN DE LA POBLACIÓN', 'HÁBITOS DE CONSUMO RESPONSABLE DE AGUA', 'CONSUMO DE AGUA DOMÉSTICO', 'COSTE DEL ABASTECIMIENTO DOMÉSTICO']"
